JournalID,JournalTitle,Publisher,eissn,pissn,additionalIssns
325499,Power and Autonomous equipment,Amp Complect Limited,2618-8716,,
325528,REVISTA ConCiencia EPG,"Pan American Association for the Promotion of Culture, Science and Education",2523-6687,2517-9896,
325540,Epigenetics Insights,SAGE Publications,2516-8657,2516-8657,
325555,Iranian Journal of Allergy Asthma and Immunology,Knowledge E DMCC,1735-5249,1735-1502,
325564,Crítica (México D F En línea),Universidad Nacional Autonoma de Mexico,1870-4905,0011-1503,
325603,AL-IDARAH JURNAL KEPENDIDIKAN ISLAM,Raden Intan State Islamic University of Lampung,2580-2453,2086-6186,
325604,Jurnal Berkala Kesehatan,"Center for Journal Management and Publication, Lambung Mangkurat University",2541-6472,2477-3190,
325637,Volksgeist Jurnal Ilmu Hukum dan Konstitusi,UIN Prof. K.H. Saifuddin Zuhri,2615-5648,2615-174X,
325656,Jurnal Ilmiah Akuntansi dan Keuangan,P4M STIE Putra Bangsa,2580-510X,2548-9453,
325703,Computer Engineering and Applications Journal,"Department of Computer Engineering, Faculty of Computer Science, Universitas Sriwijaya",2252-5459,2252-4274,
325747,International Journal of Hematology-Oncology and Stem Cell Research,Knowledge E DMCC,2008-2207,,
325773,Carpathian Journal of Electronic and Computer Engineering,De Gruyter Poland Sp. z o.o.,2343-8908,,
325778,Ekonomika APK,Ekonomika APK (Scientific Journals Publishing House),2413-2322,2221-1055,
325814,Fluminensia,Faculty of Humanities and Social Sciences University of Rijeka,1848-9680,0353-4642,
325925,Scholarly Research and Information,NPG Publishing,2658-3143,,
325988,"""Bulletin of National Technical University """"KhPI"""" Series System Analysis Control and Information Technologies""",National Technical University Kharkiv Polytechnic Institute,2410-2857,2079-0023,
326022,Kriminologija & socijalna integracija,"Faculty of Education and Rehabilitation Sciences, University of Zagreb",1848-7963,1330-2604,
326030,Malaysian Journal of Pharmaceutical Sciences,Penerbit Universiti Sains Malaysia,2180-429X,1675-7319,
326041,ESTIMA Brazilian Journal of Enterostomal Therapy,SOBEST Associacao Brasileira de Estomaterapia,2595-7007,,
326086,Developing Country Studies,"International Institute for Science, Technology and Education",,2224-607X,
326117,SPEKTRA Jurnal Kajian Pendidikan Sains,LP3M Universitas Sains Al Quran,2548-642X,2442-9910,
326125,FIKROTUNA Jurnal Pendidikan dan Manajemen Islam,LP2M Institut Agama Islam Al-Khairat,2477-5622,2442-2401,
326165,Navigations A First-Year College Composite,"Kennesaw State University, Horace W. Sturgis Library",2574-1489,,
326192,Konturen,Oregon State University,1947-3796,,
326198,Journal of Computer Science,University of Sri Jayewardenepura,2362-0110,,
326199,Edukacja Etyczna,The Pedagogical University of Cracow/Uniwersytet Pedagogiczny w Krakowie,2083-8972,2083-8972,
326217,JOURNAL OF RESEARCH IN MANAGEMENT,Pusat Pengelolaan Jurnal Fakultas Ekonomi dan Bisnis Universitas Jenderal Soedirman,2654-5373,2654-5365,
326251,C-Legenda - Revista do Programa de Pós-graduação em Cinema e Audiovisual,"Pro Reitoria de Pesquisa, Pos Graduacao e Inovacao - UFF",1519-0617,,
326271,Acta Innovations,Research and Innovation Centre Pro-Akademia,2300-5599,,
326332,Acta Adriatica,Institute of Oceanography and Fisheries,1846-0453,0001-5113,
326333,Muhasebe ve Finans İncelemeleri Dergisi,Muhasebe ve Finans Incelemeleri Dergisi,2630-5836,,
326345,Jurnal Ilmiah Ekonomi Dan Bisnis,Universitas Lancang Kuning,2442-9813,1829-9822,
326370,Turkish Online Journal of English Language Teaching,Turkish Online Journal of English Language Teaching,2458-9918,,
326419,APORTE SANTIAGUINO,Universidad Nacional Santiago Antúnez de Mayolo,2616-9541,2070-836X,
326435,Dictatorships & Democracies,Fundacio per la Universitat Oberta de Catalunya,2564-8829,,
326437,Journal of Engineered Fibers and Fabrics,SAGE Publications,1558-9250,1558-9250,
326521,Sosio Konsepsia,Puslitbangkesos Kementerian Sosial RI,2502-7921,2089-0338,
326581,The Journal of Tehran University Heart Center,Knowledge E DMCC,2008-2371,1735-8620,
326604,National Academy of Managerial Staff of Culture and Arts Herald,National Academy of Managerial Staff of Culture and Arts,2409-0506,2226-3209,
326651,Revista Estomatología,Universidad del Valle,2248-7220,0121-3873,
326659,Edukasia Islamika,LP2M IAIN Pekalongan,2548-5822,2548-723X,
326677,Journal of Health Sciences,Universitas Nahdlatul Ulama Surabaya,2477-3948,1978-6743,
326702,Economics of Development,Kharkivskyi NUE,2304-6155,1683-1942,
326793,Journal of Feminist Scholarship,University of Rhode Island,2158-6179,,
326795,Comunicación y Sociedad,Universidad de Guadalajara,2448-9042,0188-252X,
326821,Revista Cimexus,Instituto de Investigaciones Economicas y Empresariales,2007-9206,1870-6479,
326919,The Journal of Tolooebehdasht,Knowledge E DMCC,1728-5127,2538-1598,
326988,Annals of Emerging Technologies in Computing,International Association for Educators and Researchers (IAER),2516-029X,2516-0281,
326995,Hukum dan Masyarakat Madani,Universitas Semarang,2580-8516,1411-3066,
327004,Jurnal Dinamika Sosial Budaya,Universitas Semarang,2580-8524,1410-9859,
327007,International Journal of Drug Development and Research,Scitechnol Biosoft Pvt. Ltd (OMICS),0975-9344,,
327051,CHERKASY UNIVERSITY BULLETIN ECONOMICS SCIENCES,Bohdan Khmelnytsky National University Of Cherkasy,2518-1335,2076-5843,2707-5036
327092,Scientific Papers of the Legislation Institute of the Verkhovna Rada of Ukraine,Legislation Institute of The Verkhovna Rada of Ukraine,,2220-1394,
327140,Jurnal Riset Ekonomi dan Bisnis,Universitas Semarang,2580-8451,1979-4800,
327155,Chemical Physics Letters X,Elsevier,,2590-1419,
327156,Chemical Engineering Science X,Elsevier,,2590-1400,
327161,Cytokine X,Elsevier,,2590-1532,
327163,Gene X,Elsevier,,2590-1583,
327168,Journal of Proteins and Proteomics,Springer-Verlag,2524-4663,0975-8151,
327190,Informatologia,Croatian Communication Association,1848-7793,1330-0067,
327226,Trakya Üniversitesi Edebiyat Fakültesi Dergisi,Trakya Universitesi Edebiyat Fakultesi Dergisi,,1309-7660,
327257,Journal of Religious Studies (UOCHJRS),University of Chitral,2663-0206,2616-6496,
327316,Multilingual Discourses,University of Alberta Libraries,1929-1515,,
327324,Journal of Arts Literature Humanities and Social Sciences,Emirates College for Education Sciences,2414-3383,2616-3810,
327327,Analytica Chimica Acta X,Elsevier,,2590-1346,
327330,Journal of Biomedical Informatics X,Elsevier,,2590-177X,
327417,International Journal of Contemporary Educational Research,Bilge Akademi,2148-3868,,
327429,Bulletin of Prydniprovs’ka State Academy of Civil Engineering and Architecture,SHEE Prydniprovska State Academy of Civil Engineering and Architecture,,2312-2676,
327452,Güncel Turizm Araştırmaları Dergisi,Ondokuz Mayis University - Guncel Turizm Arastirmalari Dergisi,2602-3008,,
327454,Automobile Transport,Kharkiv National Automobile and Highway University,2309-981X,2219-8342,
327484,Economics taxes & law,Financial University under the Government of the Russian Federation,2619-1474,1999-849X,
327494,Klinik Psikoloji Dergisi,Klinik Psikoloji Arastirmalari Dernegi,2602-4438,,
327501,Journal of Techno Social,Penerbit UTHM,2600-7940,2229-8940,
327620,Health of Man,"Professional Event, LLC",2412-5547,2307-5090,
327621,Family Medicine,"Professional Event, LLC",2412-8708,2307-5112,
327654,International Journal of Applied Biology,"Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Hasanuddin",2580-2119,2580-2410,
327744,Journal of Agriculture and Natural Resources,Nepal Journals Online,2661-6289,2661-6270,
327757,Jurnal Teknik Sipil,LPPM Universitas Syiah Kuala,2502-5295,2088-9321,
327762,فيلولوجى سلسلة الدراسات الأدبية واللغوية,Egyptian Knowledge Bank,1687-4242,,
327779,Bulletin of Social Informatics Theory and Application,ASCEE Publications,2614-0047,,
327781,Canadian Journal of Rural Medicine,Ovid Technologies (Wolters Kluwer) - Medknow Publications,1488-237X,1203-7796,
327862,Journal of Ocean and Climate Science Technology and Impacts,SAGE Publications,2516-0192,2516-0192,
327980,Problems of Education in the 21st Century,Scientia Socialis Ltd,2538-7111,1822-7864,
328012,Floribunda,National Research and Innovation Agency,2460-6944,0215-4706,
328031,Journal of Baltic Science Education,Scientia Socialis Ltd,2538-7138,1648-3898,
328092,Veterinary Parasitology X,Elsevier,,2590-1389,
328096,Journal of Biotechnology X,Elsevier,,2590-1559,
328098,Ekonomski pregled,Croatian Economic Association,1848-9494,0424-7558,
328144,International Journal of Online and Biomedical Engineering (iJOE),International Association of Online Engineering,2626-8493,,
328151,EnviroScienteae,"Center for Journal Management and Publication, Lambung Mangkurat University",2302-3708,1978-8096,
328154,İran Çalışmaları Dergisi,Iran Calismalari Dergisi,,2536-5029,
328164,Journal of Livestock Science,Journal of Livestock Science,2277-6214,,
328225,Current Journal of Neurology,Knowledge E DMCC,2717-011X,2008-384X,2252-0058
328285,Open Journal of Mathematical Analysis,Ptolemy Scientific Research Press,2616-8111,2616-8103,
328296,Language Education & Assessment,Castledown Publishers,2209-3591,,
328322,International Journal of Biobased Plastics,Informa UK (Taylor & Francis),2475-9651,,
328336,Economic Education Analysis Journal,Universitas Negeri Semarang,2502-356X,2252-6544,
328353,SoundEffects - An Interdisciplinary Journal of Sound and Sound Experience,Det Kgl. Bibliotek/Royal Danish Library,1904-500X,,
328365,Revista Visão Gestão Organizacional,Universidade Alto Vale Do Rio Do Peixe - Uniarp,2238-9636,,
328416,Problems of Psychology in the 21st Century,Scientia Socialis Ltd,2538-7197,2029-8587,
328443,Archives of Hygiene Sciences,Maad Rayan Publishing Company,2322-4916,2251-9203,
328462,al-fikrah Jurnal Manajemen Pendidikan,Iain Batusangkar,2549-9106,2339-0131,
328464,Sainstek Jurnal Sains dan Teknologi,Iain Batusangkar,2580-278X,2085-8019,
328515,JURIS (Jurnal Ilmiah Syariah),Iain Batusangkar,2580-2763,1412-6109,
328530,Pensando - Revista de Filosofia,Universidade Federal do Piaui,2178-843X,,
328532,EntreLetras,Universidade Federal do Norte do Tocantins,2179-3948,,
328536,BMC Chemical Engineering,Springer (Biomed Central Ltd.),2524-4175,,
328571,Metamorfosa Journal of Biological Sciences,Universitas Udayana,,2302-5697,
328573,Respiratory Medicine X,Elsevier,,2590-1435,
328592,Biointerface Research in Applied Chemistry,AMG Transcend Association,2069-5837,,
328599,AD ALTA Journal of Interdisciplinary Research,MAGNANIMITAS,2464-6733,1804-7890,
328609,African Journal of Biological Sciences,African Journal of Biological Sciences,2663-2187,2663-2187,
328627,Siriraj Medical Journal,"Faculty of Medicine Siriraj Hospital, Mahidol University",2228-8082,2629-995X,
328628,Capture Jurnal Seni Media Rekam,Institut Seni Indonesia Surakarta,2338-428X,2086-308X,
328645,Development Management,Kharkivskyi NUE,2663-2365,2413-9610,
328698,Western Journal of Legal Studies,"University of Western Ontario, Western Libraries",1927-9132,,
328748,Journal for ReAttach Therapy and Developmental Diversities,Stg ReAttach Therapy International Foundation,2589-7799,2589-7799,
328757,Linhas Crí­ticas,Biblioteca Central da UNB,1981-0431,1516-4896,
328786,Journal of Health Administration,CMV Verlag,2008-1219,2008-1227,2008-1200
328865,Journal of Politics in Latin America,SAGE Publications,1868-4890,1866-802X,
328871,Mechanics - Proceedings of National Academy of Sciences of Armenia,NAS RA Academic Publications,1829-3999,0002-3051,
329026,Revista Internacional de Principios y Prácticas del Diseño,Common Ground Research Networks,2641-4414,2641-4406,
329051,SinkrOn,Politeknik Ganesha,2541-2019,2541-044X,
329080,ExRNA,ELS Publishing Co. Limited,2398-0060,3005-5431,
329135,JOURNAL OF EDUCATIONAL SCIENCES,Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Riau,2581-2203,2581-1657,
329158,Journal of International Students,STAR Scholars Network,2166-3750,2162-3104,
329213,THE PROBLEMS OF ECONOMY,Research Centre of Industrial Problems of Development of NAS of Ukraine,2311-1186,2222-0712,
329312,Fast Capitalism,University of Texas at Arlington Libraries,1930-014X,1930-014X,
329432,Engineering and Applied Science Letters,Ptolemy Scientific Research Press,2617-9709,2617-9695,
329434,Yeni Üroloji Dergisi,Pera Yayincilik Hizmetleri,2687-1955,1305-2489,
329470,Odontología,Universidad Central del Ecuador,1390-9967,1390-7468,
329582,Dialectologia,Edicions de la Universitat de Barcelona,2013-2247,2013-2247,
329638,Research and Innovation in Language Learning,Universitas swadaya Gunung Djati,2615-4137,2614-5960,
329727,Nota Bene Canadian Undergraduate Journal of Musicology,"University of Western Ontario, Western Libraries",1920-8987,,
329728,Naukovij vìsnik Nacìonalʹnoï akademìï vnutrìšnìh sprav,National Academy of Internal Affairs,2786-7382,2410-3594,
329800,International Econometric Review,International Econometric Review,,1308-8793,
329812,ANDHARUPA Jurnal Desain Komunikasi Visual & Multimedia,Universitas Dian Nuswantoro,2477-3913,2477-2852,
329834,Health Notions,Forum Ilmiah Kesehatan - Forikes,2580-4936,,
329859,Anuari de Filologia Estudis de Lingüística,Edicions de la Universitat de Barcelona,2014-1408,2014-1408,2938-3064
329864,Temps d’Educació,Edicions de la Universitat de Barcelona,,2014-7627,
329868,Matèria Revista internacional d Art,Edicions de la Universitat de Barcelona,2385-3387,2385-3387,1579-2641
329918,International Journal of Educational Best Practices,Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Riau,2581-0847,,
329922,Journal of Plant Breeding and Genetics,EScience Press,2305-297X,2308-121X,
330032,Jurnal Komunikasi,Universitas Tarumanagara,2528-2727,2085-1979,
330065,Revista Nordestina de História do Brasil,Revista Nordestina de Historia do Brasil,2596-0334,2674-7332,
330076,Jurnal Teknologi Informasi dan Terapan,Politeknik Negeri Jember,2580-2291,2354-838X,
330087,UKaRsT,Universitas Kediri,2581-0855,2579-4620,
330109,Journal of Applied Intelligent System,IntSys Research,2502-9401,2503-0493,
330120,Jurnal Imiah Pendidikan dan Pembelajaran,Universitas Pendidikan Ganesha,2615-6091,1858-4543,
330135,Arquivos do CMD,Biblioteca Central da UNB,2318-5422,,
330163,Contributions to Zoology,Brill,1383-4517,1383-4517,1875-9866
330213,Central European Journal of Labour Law and Personnel Management,Labour Law Association,2644-4542,2644-4917,
330228,Journal of Disaster and Emergency Research,Knowledge E DMCC,2588-6150,,
330259,ПРИЛОЗИ ПРОУЧАВАЊУ ЈЕЗИКА,"Faculty of Philosophy, University of Novi Sad",2334-7457,0555-1137,
330303,Berkeley Planning Journal,eScholarship Publishing,1047-5192,,
330311,Agrovigor Jurnal Agroekoteknologi,University of Trunojoyo Madura,2477-0353,1979-5777,
330322,Poljoprivredna tehnika,Centre for Evaluation in Education and Science,2406-1123,0554-5587,
330337,Revista Geotemas,Revista Geotemas - Universidade do Estado do Rio Grande do Norte,2236-255X,,
330399,International Journal of Creative Media Research,Auckland University of Technology (AUT) Library,2631-6773,,
330408,JAICT,Politeknik Negeri Semarang,2541-6359,2541-6340,
330421,Orientalia Suecana,Uppsala University,2001-7324,0078-6578,
330483,Issues in Language Studies,UNIMAS Publisher,2180-2726,,
330490,lambda nordica,Foreningen Lambda Nordica,2001-7286,1100-2573,
330501,Qeios,Qeios Ltd,2632-3834,,
330537,Journal of Reports in Pharmaceutical Sciences,Ovid Technologies (Wolters Kluwer) - Medknow Publications,,2322-1232,
330600,Review of International Geographical Education Online,Institute for Advanced Studies,2146-0353,2146-0353,
330622,Jurnal Educative Journal of Educational Studies,IAIN Bukittinggi,2549-4139,2549-4120,
330678,ISLAM TRANSFORMATIF Journal of Islamic Studies,IAIN Bukittinggi,2599-2171,2599-218X,
330717,Journal of Language and Linguistic Studies,Cognizance Research Associates,1305-578X,,
330783,The holistic approach to environment,Association for Promotion of Holistic Approach to Environment,1848-0071,,
330815,Revista de Investigación Formación y Desarrollo Generando Productividad Institucional,Instituto Superior Tecnologico de Formacion Profesional Administrativa y Comercial,1390-9789,1390-9789,1390-9681
330842,REVIEWS ON ADVANCED MATERIALS SCIENCE,Walter de Gruyter GmbH,1605-8127,,
330878,Journal of Health,CMV Verlag,2228-7191,2228-7183,
330882,Brazilian Journal of Development,Brazilian Journals - Brazilian Journal of Development,2525-8761,2525-8761,
330895,Journal of Education Humaniora and Social Sciences (JEHSS),Mahesa Research Center,2622-3740,,
330929,Azarian Journal of Agriculture,CMV Verlag,2383-4420,,
331041,Teknika,Institut Informatika Indonesia Surabaya,2549-8045,2549-8037,
331079,Eurasian Journal of Family Medicine,Eurasian Society of Family Medicine,2147-3404,2147-3161,
331120,Al-Khwarizmi Engineering Journal,Al-Khwarizmi Engineering Journal,2312-0789,1818-1171,
331133,Al-Mada Jurnal Agama Sosial dan Budaya,Institut Pesantren Kh. Abdul Chalim Pact Mojokerto,2599-2473,,
331532,REVISTA BRASILEIRA DE AGROECOLOGIA,Associacao Brasileira De Agroecologia,1980-9735,,
331740,Ecological Engineering X,Elsevier,,2590-2903,
331897,Revista Cocar,Universidade do Estado do Para,2237-0315,1981-9269,
331977,Junctures The Journal for Thematic Dialogue,Te Pukenga,1179-8912,1176-5119,
332177,Marketing and Branding Research,EUROKD Egitm Danismanlik Group,2476-3160,,
332578,International Journal of Applied Business and International Management,AIBPM Publisher,2621-2862,2614-7432,
332720,Siberian Research,Siberian Research,2658-7270,2658-7181,
333618,Orbith Majalah Ilmiah Pengembangan Rekayasa dan Sosial,Politeknik Negeri Semarang,2503-4847,1858-2095,
334958,Can Tho University Journal of Science,Can Tho University,2615-9422,2615-9422,2815-5602
335937,Life Science,Universitas Negeri Semarang,2528-5009,2252-6277,
335997,Diálogo das Letras,Dialogo das Letras - Universidade do Estado do Rio Grande do Norte,2316-1795,,
336857,Iranian Journal of Microbiology,Knowledge E DMCC,2008-4447,2008-3289,
336977,Metamorfosa Journal of Biological Sciences,Universitas Udayana,2655-8122,2302-5697,
337418,Recent Progress in Materials,LIDSEN Publishing Inc,2689-5846,2689-5846,
337557,International Journal of Theory and Application in Elementary and Secondary School Education,Universitas Terbuka,2684-7167,2656-0003,
337597,Acta Aquatica Turcica,Suleyman Demirel Universitesi Egirdir Su Urunleri Fakultesi Dergisi,2651-5474,,
338557,SDU International Journal of Educational Studies,SDU International Journal of Educational Studies,2148-9068,2148-9068,
338797,Journal of Medical Ethics and History of Medicine,Knowledge E DMCC,2008-0387,,
339740,Eskişehir Türk Dünyası Uygulama ve Araştırma Merkezi Halk Sağlığı Dergisi,Eskisehir Turk Dunyasi Uygulama ve Arastirma Merkezi Halk Sagligi Dergisi,,2564-6311,
339859,Research and Reviews in Parkinsonism,Dove Medical Press,2624-3733,,
340281,JURNAL ISLAM NUSANTARA,Lembaga Talif wa An-Nasyr - LTN - PBNU,2579-4825,2579-3756,
340577,Iranian Journal of Public Health,Knowledge E DMCC,2251-6093,2251-6085,
341197,Revista Linguagem & Ensino,Universidade Federal de Pelotas,1983-2400,1415-1928,
342037,Revista Iberoamericana de Educación,Organizacion de Estados Iberoamericanos,1681-5653,1022-6508,
342237,Lúmina,Universidad de Manizales,2619-6174,0123-4072,
344177,Ukraïnsʹka bìografìstika,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),2520-2863,2520-2855,
344337,Education Reform Journal,"Faculty of Education, Harran University",2602-3997,2602-3997,
344797,BMC Energy,Springer (Biomed Central Ltd.),2524-4469,,
344883,Şırnak Üniversitesi İlahiyat Fakültesi Dergisi,Sirnak Universitesi Ilahiyat Fakultesi Dergisi,,2146-4901,
345198,Revista da Faculdade de Educação,Universidade do Estado do Mato Grosso - UNEMAT,2178-7476,,
345283,International Journal of Advanced Networking and Applications,International Journal of Advanced Networking and Applications - IJANA,0975-0282,0975-0290,
345287,Iranian Journal of Nuclear Medicine,Knowledge E DMCC,2008-2509,1681-2824,
345306,Bulletin de l’Académie Belge pour l’Étude des Langues Anciennes et Orientales,Universite Catholique de Louvain,2034-9491,2034-9491,
345497,Memoria Americana Cuadernos de Etnohistoria,Facultad de Filosofía y Letras,1851-3751,0327-5752,
345498,Anales de Filología Clásica,Facultad de Filosofía y Letras,2362-4841,0325-1721,
345997,Revista Centroamericana de Administración Pública,Instituto Centroamericano de Administracion Publica,2215-3047,1409-0937,
346240,Linguistica Pragensia,"Charles University in Prague, Karolinum Press",1805-9635,,
346578,International Journal of Emerging Issues in Early Childhood Education,Universitas Terbuka,2685-4074,2655-9986,
347557,Hepatology and Gastroenterology,Grodno State Medical University,2708-5309,2616-5546,
348204,Problems of information technologies,Kherson National Technical University,2313-0687,1998-7005,
349417,Revista Innova Educación,Instituto Universitario de Innovacion Ciencia y Tecnologia Inudi Peru,2664-1488,2664-1488,2664-1496
349737,Kansas Journal of Medicine,The University of Kansas,1948-2035,,
349757,Chemical Methodologies,Sami Publishing Company,,2645-7776,
349877,Revista de Educación de la Universidad de Granada,Editorial de la Universidad de Granada,0214-0489,,
350437,Revista Hydra Revista Discente de História da UNIFESP,Universidade Federal de Sao Paulo,2447-942X,,
350457,Revista Limiar,Universidade Federal de Sao Paulo,2318-423X,,
353497,Biomedical Journal of Indonesia,Fakultas Kedokteran Universitas Sriwijaya,2685-0184,2407-7097,
353518,Jurnal SPEKTRUM,Universitas Udayana,2684-9186,2302-3163,
353957,International Journal of eBusiness and eGovernment Studies,International Journal of eBusiness and eGovernment Studies - The Social Sciences Research Society,2146-0744,,
354197,Colorado Research in Linguistics,University of Colorado at Boulder,1937-7029,,
354897,Amasya İlahiyat Dergisi,Review of the Faculty of Divinity of Amasya University,,2667-7326,
355377,Iraqi Journal for Electrical And Electronic Engineering,Iraqi Journal for Electrical and Electronic Engineering (IJEEE),2078-6069,1814-5892,
356397,Sainsmat Jurnal Ilmiah Ilmu Pengetahuan Alam,Fakultas MIPA Universitas Negeri Makassar,2579-5686,2086-6755,
356977,Telematika,Universitas AMIKOM Purwokerto,2442-4528,1979-925X,
357969,Innovative medicine of Kuban,Scientific Research Institute - Ochapovsky Regional Clinical Hospital No 1,2541-9897,2500-0268,
357970,Comuni cción Revista de Investigación en Comunicación y Desarrollo,National University of the Altiplano - Professional School of Communication Sciences,2226-1478,2219-7168,
358023,EDUCADE - Revista de Educación en Contabilidad Finanzas y Administración de Empresas,Editorial Universidad de Sevilla,2173-478X,2173-478X,
358032,Revista Mexicana de Astronomía y Astrofísica,Universidad Nacional Autonoma de Mexico,,0185-1101,
358068,Neuroanatomy and Behaviour,Portico,2652-1768,2652-1768,
358082,Mora,Facultad de Filosofía y Letras,1853-001X,0328-8773,
358101,Letters in Applied NanoBioScience,AMG Transcend Association,2284-6808,,
358128,Uluslararası Yönetim Bilişim Sistemleri ve Bilgisayar Bilimleri Dergisi,Uluslararasi Yonetim Bilisim Sistemleri ve Bilgisayar Bilimleri Dergisi,2618-5954,,
358237,Islamika Inside Jurnal Keislaman dan Humaniora,IAIN Jember,2580-8885,2476-9541,
358477,المجلة الافريقية للعلوم السياسية,African Journal of Political Sciences Publications,2661-7617,2661-7323,
359217,Journal of the Society for Musicology in Ireland,Society for Musicology in Ireland (SMI),1649-7341,,
359358,Media Konservasi,Institut Pertanian Bogor,2502-6313,0215-1677,
359657,Journal of Animal and Plant Sciences (J Anim Plant Sci ) ISSN 2071 – 7024,"Elewa Biosciences, F.a.C.T Ltd (K)",2071-7024,,
359857,Revista Brasileira de Gastronomia,Servico Nacional de Aprendizagem Comercial - Santa Catarina - SENAC -SC,2595-5373,,
360717,ALKIMIA Jurnal Ilmu Kimia dan Terapan,State Islamic University of Raden Fatah Palembang,2580-9881,2580-9873,
361277,Buletin Studi Ekonomi,Universitas Udayana,2580-5312,1410-4628,
361377,Problems of Management in the 21st Century,Scientia Socialis Ltd,2538-712X,2029-6932,
362162,Perspektif,Universitas Wijaya Kusuma Surabaya,2406-7385,1410-3648,
362317,Strength of Materials and Theory of Structures,Kyiv National University of Construction and Architecture,,2410-2547,
363597,AL-HAYAT Journal of Islamic Education,Al-Hayat Al-Istiqomah Foundation,2599-3046,2657-1781,
368197,Fênix Revista de História e Estudos Culturais,Fenix - Revista de Historia e Estudos Culturais,1807-6971,1807-6971,
368637,Agroteknika,Green Engineering Society,2685-3450,2685-3353,
368737,Khyber Medical University Journal,Khyber Medical University,2305-2651,2305-2643,
368838,CAPIC REVIEW,Capic Review,0718-4662,0718-4654,
370817,Media Komunikasi Geografi,Universitas Pendidikan Ganesha,2580-0183,0216-8138,
370857,International Journal of Financial Accounting and Management,Goodwood Publishing,2656-3355,,
370877,Schole Ancient philosophy and the classical tradition,Novosibirsk State University (NSU),1995-4336,1995-4328,
371237,JWM (Jurnal Wawasan Manajemen),"Center for Journal Management and Publication, Lambung Mangkurat University",2527-6034,2337-5191,
371297,Revista de Iniciação Científica em Relações Internacionais,Universidade Federal da Paraíba,2318-9452,,
372739,Tavukçuluk Araştırma Dergisi,Tavukculuk Arastirma Dergisi,,1302-3209,
372776,Journal of Energy and Power Technology,LIDSEN Publishing Inc,2690-1692,2690-1692,
372824,International Journal Of Eurasia Social Sciences,Ulusoy Egitim Danismanlik Yayincilik Ve Organizasyon,2146-1961,2146-1961,
372835,International Journal of Economics and Finance Studies,International Journal of Economics and Finance Studies,1309-8055,,
372839,Missouri Journal of Mathematical Sciences,"University of Central Missouri, Department of Mathematics and Computer Science",,0899-6180,
372865,Eskişehir Teknik Üniversitesi Bilim ve Teknoloji Dergisi - C Yaşam Bilimleri Ve Biyoteknoloji,Anadolu Universitesi Bilim ve Teknoloji Dergisi C : Yasam Bilimleri ve Biyoteknoloji,,2667-4203,
373003,Egyptian Journal of Medical Human Genetics,Springer (Biomed Central Ltd.),2090-2441,,
373022,Egyptian Journal of Radiology and Nuclear Medicine,Springer (Biomed Central Ltd.),2090-4762,,
373126,Jurnal Perencanaan Wilayah dan Kota,Universitas Islam Bandung (Unisba),2808-8123,1412-0690,
373247,Beni-Suef University Journal of Basic and Applied Sciences,Springer (Biomed Central Ltd.),2314-8543,,
373364,Issues in Science and Technology Librarianship,University of Alberta Libraries,1092-1206,,
373397,REVISA,Faculdade Evangélica de Valparaíso,2179-0981,2316-848X,
373484,Jurnal Penelitian dan Pengkajian Ilmu Pendidikan e-Saintika,Lembaga Penelitian dan Pemberdayaan Masyarakat - LITPAM,2615-6881,,
373492,Revista Macambira,Revista Macambira,2594-4754,,
373520,Anaesthesia Pain & Intensive Care,Aga Khan University Hospital,2220-5799,1607-8322,
373530,Rónai – Revista de Estudos Clássicos e Tradutórios,Universidade Federal de Juiz de Fora,2318-3446,,
373601,REVISTA IBERO-AMERICANA DE PODOLOGIA,Iberian American Journal of Podiatry,2674-8215,,
373675,Dinamika Penelitian Media Komunikasi Penelitian Sosial Keagamaan,IAIN Tulungagung,2549-4244,2549-4244,
373744,Future Journal of Pharmaceutical Sciences,Springer (Biomed Central Ltd.),2314-7253,,
373862,Middle East Fertility Society Journal,Springer (Biomed Central Ltd.),2090-3251,,
373864,Jurnal Inspirasi Bisnis dan Manajemen,Universitas swadaya Gunung Djati,2579-9401,2579-9312,
373871,Revista Madrileña de Salud Pública,REMASP,2659-9716,,
373894,Journal of World s Poultry Research,Journal of World's Poultry Research,2322-455X,2322-455X,
374106,Intersecciones en Antropología,Intersecciones en Antropologia (IEA),1850-373X,,
374160,JALIE Journal of Applied Linguistics and Islamic Education,Institut Keislaman Abdullah Faqih - INKAFA - Gresik,2549-8622,2549-7804,
374166,Eksergi,Universitas Pembangunan Nasional Veteran Yogyakarta,2460-8203,1410-394X,
374167,Telematika,Universitas Pembangunan Nasional Veteran Yogyakarta,2460-9021,1829-667X,
374220,Studia Humaniora Tartuensia,University of Tartu,1406-6203,,
374229,Gizi Indonesia,Persatuan Ahli Gizi Indonesia (Persagi),2528-5874,0436-0265,
374239,Journal of Social and Development Sciences,AMH International Conferences and Seminars Organizing LLC,2221-1152,,
374243,DELETED,,2300-3103,,
374257,CADERNOS DE PESQUISA PENSAMENTO EDUCACIONAL,Sociedade Civil Educacional Tuiuti Limitada,2175-2613,1980-9700,
374333,AQUATIC SCIENCE & MANAGEMENT,Platax,2337-5000,2337-4403,
